date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:56:05	80192/80192	---M--	200	added ('OK')	image/png	date:Sun,%2023%20Feb%202014%2013:33:34%20GMT	https://shawkyz.files.wordpress.com/2014/02/database-backup-ic59flemi_emresupcin.png	C:/My%20Web%20Sites/wq/shawkyz.files.wordpress.com/2014/02/database-backup-ic59flemi_emresupcin.png	(from https://shawkyz.wordpress.com/)
03:56:05	17936/17936	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Sun,%2011%20Oct%202015%2001:55:57%20GMT	https://shawkyz.wordpress.com/2014/02/23/%d8%ad%d9%81%d8%b8-%d9%88-%d8%a7%d8%b3%d8%aa%d8%b9%d8%a7%d8%af%d8%a9-backup-%d9%81-mssql-database-%d8%a8%d8%a7%d9%84-c/comment-page-1/	C:/My%20Web%20Sites/wq/shawkyz.wordpress.com/2014/02/23/%d8%ad%d9%81%d8%b8-%d9%88-%d8%a7%d8%b3%d8%aa%d8%b9%d8%a7%d8%af%d8%a9-backup-%d9%81-mssql-database-%d8%a8%d8%a7%d9%84-c/comment-page-1/index.html	(from https://shawkyz.wordpress.com/)
03:56:05	48291/48291	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20Oct%202015%2001:55:57%20GMT	https://shawkyz.wordpress.com/author/abdelrhmanshawkyb/	C:/My%20Web%20Sites/wq/shawkyz.wordpress.com/author/abdelrhmanshawkyb/index.html	(from https://shawkyz.wordpress.com/)
03:56:06	20650/20650	---M-Z	200	added ('OK')	application/x-javascript	etag:%2255faca7a-50aa+gzip%22	http://0.gravatar.com/js/gprofiles.js?ver=201541y	C:/My%20Web%20Sites/wq/0.gravatar.com/js/gprofilesbca7.js	(from https://shawkyz.wordpress.com/)
03:56:07	43070/43070	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20Oct%202015%2001:55:58%20GMT	https://shawkyz.wordpress.com/tag/backup/	C:/My%20Web%20Sites/wq/shawkyz.wordpress.com/tag/backup/index.html	(from https://shawkyz.wordpress.com/)
03:56:07	43010/43010	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20Oct%202015%2001:55:59%20GMT	https://shawkyz.wordpress.com/tag/c/	C:/My%20Web%20Sites/wq/shawkyz.wordpress.com/tag/c/index.html	(from https://shawkyz.wordpress.com/)
03:56:07	78333/78333	---M--	200	added ('OK')	image/png	date:Sun,%2023%20Feb%202014%2013:33:34%20GMT	https://shawkyz.files.wordpress.com/2014/02/database-backup-ic59flemi_emresupcin.png?w=650	C:/My%20Web%20Sites/wq/shawkyz.files.wordpress.com/2014/02/database-backup-ic59flemi_emresupcinb4ad.png	(from https://shawkyz.wordpress.com/)
03:56:07	582/582	---M-Z	200	added ('OK')	application/x-javascript	date:Thu,%2010%20Sep%202015%2003:46:46%20GMT	https://s2.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgroho.js?m=1380573781g	C:/My%20Web%20Sites/wq/s2.wp.com/wp-content/mu-plugins/gravatar-hovercards/wpgrohobb20.js	(from https://shawkyz.wordpress.com/)
03:56:07	43036/43036	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20Oct%202015%2001:56:00%20GMT	https://shawkyz.wordpress.com/tag/restore/	C:/My%20Web%20Sites/wq/shawkyz.wordpress.com/tag/restore/index.html	(from https://shawkyz.wordpress.com/)
03:56:07	43059/43059	---MCZ	200	added ('OK')	text/html	date:Sun,%2011%20Oct%202015%2001:56:00%20GMT	https://shawkyz.wordpress.com/tag/mssql/	C:/My%20Web%20Sites/wq/shawkyz.wordpress.com/tag/mssql/index.html	(from https://shawkyz.wordpress.com/)
03:56:07	5503/5503	---M-Z	200	added ('OK')	text/css	date:Tue,%2027%20Jan%202015%2007:03:53%20GMT	https://s0.wp.com/wp-content/plugins/syntaxhighlighter/syntaxhighlighter3/styles/shCore.css?ver=3.0.9b	C:/My%20Web%20Sites/wq/s0.wp.com/wp-content/plugins/syntaxhighlighter/syntaxhighlighter3/styles/shCore.e09b1.delayed	(from https://shawkyz.wordpress.com/)
03:56:07	41938/41938	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2016%20Feb%202015%2019:40:14%20GMT	https://s2.wp.com/_static/??/wp-content/js/jquery/jquery.autoresize.js,/wp-content/mu-plugins/highlander-comments/script.js?m=1424115551j	C:/My%20Web%20Sites/wq/s2.wp.com/_static/indexa14d.html	(from https://shawkyz.wordpress.com/)
03:56:08	2253/2253	---M-Z	200	added ('OK')	text/css	date:Wed,%2028%20Jan%202015%2007:21:36%20GMT	https://s0.wp.com/wp-content/plugins/syntaxhighlighter/syntaxhighlighter3/styles/shThemeDefault.css?m=1363304414g&ver=3.0.9b	C:/My%20Web%20Sites/wq/s0.wp.com/wp-content/plugins/syntaxhighlighter/syntaxhighlighter3/styles/shThemeDefault1ba7.css	(from https://shawkyz.wordpress.com/)
03:56:08	1326/1326	---M-Z	200	added ('OK')	text/css	date:Thu,%2001%20Oct%202015%2020:26:18%20GMT	https://s2.wp.com/wp-content/mu-plugins/tiled-gallery/rtl/tiled-gallery-rtl.css?m=1443731146g	C:/My%20Web%20Sites/wq/s2.wp.com/wp-content/mu-plugins/tiled-gallery/rtl/tiled-gallery-rtl0c01.css	(from https://shawkyz.wordpress.com/)
03:56:08	26701/26701	---M-Z	200	added ('OK')	text/css	date:Thu,%2030%20Jul%202015%2022:38:13%20GMT	https://s0.wp.com/_static/??/wp-content/mu-plugins/widgets/facebook-likebox/style.css,/wp-content/mu-plugins/carousel/rtl/jetpack-carousel-rtl.css?m=1438295886j	C:/My%20Web%20Sites/wq/s0.wp.com/_static/index80ee.html	(from https://shawkyz.wordpress.com/)
03:56:09	88220/88220	---M-Z	200	added ('OK')	application/javascript	etag:%22c0ba1a9b7f2640517991f4f30f2780a1+gzip%22	https://platform.twitter.com/widgets.js?ver=20111117	C:/My%20Web%20Sites/wq/platform.twitter.com/widgets4443.js	(from https://shawkyz.wordpress.com/)
03:56:10	10730/10730	---MCZ	200	added ('OK')	application/x-javascript	date:Sun,%2011%20Oct%202015%2001:56:02%20GMT	http://stats.wp.com/w.js?48	C:/My%20Web%20Sites/wq/stats.wp.com/w642e.js	(from https://shawkyz.wordpress.com/)
03:56:10	1110/1110	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2011%20Oct%202015%2001:56:02%20GMT	https://shawkyz.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	C:/My%20Web%20Sites/wq/shawkyz.wordpress.com/wp-content/plugins/ie-sitemode/custom-jumplist.php	(from https://shawkyz.wordpress.com/)
03:56:10	43/43	---M--	200	added ('OK')	image/gif	date:Sun,%2011%20Oct%202015%2001:56:02%20GMT	https://pixel.wp.com/b.gif?v=noscript	C:/My%20Web%20Sites/wq/pixel.wp.com/b0b80.gif	(from https://shawkyz.wordpress.com/)
03:56:11	353/353	---M-Z	200	added ('OK')	text/plain	date:Wed,%2007%20Oct%202015%2018:13:38%20GMT	https://s1.wp.com/robots.txt		(from https://shawkyz.wordpress.com/)
03:56:11	666/666	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Jan%202015%2022:40:29%20GMT	https://s2.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-wordpress.png	C:/My%20Web%20Sites/wq/s2.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-wordpress.png	(from https://s2.wp.com/wp-content/mu-plugins/highlander-comments/rtl/style-rtl.css?m=1424115551g)
03:56:11	523/523	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Aug%202013%2006:45:05%20GMT	https://s2.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-twitter.png	C:/My%20Web%20Sites/wq/s2.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-twitter.png	(from https://s2.wp.com/wp-content/mu-plugins/highlander-comments/rtl/style-rtl.css?m=1424115551g)
03:56:12	581/581	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Jan%202014%2017:21:15%20GMT	https://s2.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-facebook.png	C:/My%20Web%20Sites/wq/s2.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-facebook.png	(from https://s2.wp.com/wp-content/mu-plugins/highlander-comments/rtl/style-rtl.css?m=1424115551g)
03:56:12	602/602	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Jan%202014%2017:21:15%20GMT	https://s2.wp.com/wp-content/mu-plugins/post-flair/sharing/images/googleplus1.png	C:/My%20Web%20Sites/wq/s2.wp.com/wp-content/mu-plugins/post-flair/sharing/images/googleplus1.png	(from https://s2.wp.com/wp-content/mu-plugins/highlander-comments/rtl/style-rtl.css?m=1424115551g)
03:56:12	592/592	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Jan%202014%2017:21:15%20GMT	https://s2.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-wordpress-2x.png	C:/My%20Web%20Sites/wq/s2.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-wordpress-2x.png	(from https://s2.wp.com/wp-content/mu-plugins/highlander-comments/rtl/style-rtl.css?m=1424115551g)
03:56:13	1414/1414	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Jan%202014%2017:21:15%20GMT	https://s2.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-twitter-2x.png	C:/My%20Web%20Sites/wq/s2.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-twitter-2x.png	(from https://s2.wp.com/wp-content/mu-plugins/highlander-comments/rtl/style-rtl.css?m=1424115551g)
03:56:13	1027/1027	---M--	200	added ('OK')	image/png	date:Sat,%2031%20Jan%202015%2006:24:02%20GMT	https://s2.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-facebook-2x.png	C:/My%20Web%20Sites/wq/s2.wp.com/wp-content/mu-plugins/post-flair/sharing/images/icon-facebook-2x.png	(from https://s2.wp.com/wp-content/mu-plugins/highlander-comments/rtl/style-rtl.css?m=1424115551g)
03:56:14	1134/1134	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Jan%202014%2017:21:15%20GMT	https://s2.wp.com/wp-content/mu-plugins/post-flair/sharing/images/googleplus1@2x.png	C:/My%20Web%20Sites/wq/s2.wp.com/wp-content/mu-plugins/post-flair/sharing/images/googleplus1@2x.png	(from https://s2.wp.com/wp-content/mu-plugins/highlander-comments/rtl/style-rtl.css?m=1424115551g)
03:56:14	1984/1984	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Jan%202014%2017:21:13%20GMT	https://s2.wp.com/wp-content/mu-plugins/highlander-comments/images/postto-buttons.png	C:/My%20Web%20Sites/wq/s2.wp.com/wp-content/mu-plugins/highlander-comments/images/postto-buttons.png	(from https://s2.wp.com/wp-content/mu-plugins/highlander-comments/rtl/style-rtl.css?m=1424115551g)
03:56:14	1232/1232	---M--	200	added ('OK')	image/gif	date:Wed,%2014%20Aug%202013%2006:45:34%20GMT	https://s2.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back.gif	C:/My%20Web%20Sites/wq/s2.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back.gif	(from https://s2.wp.com/wp-content/mu-plugins/highlander-comments/rtl/style-rtl.css?m=1424115551g)
03:56:15	1232/1232	---M--	200	added ('OK')	image/gif	date:Fri,%2023%20Jan%202015%2022:40:27%20GMT	https://s2.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back-over.gif	C:/My%20Web%20Sites/wq/s2.wp.com/wp-content/mu-plugins/highlander-comments/images/button-back-over.gif	(from https://s2.wp.com/wp-content/mu-plugins/highlander-comments/rtl/style-rtl.css?m=1424115551g)
03:56:15	10819/10819	---M--	200	added ('OK')	image/gif	date:Wed,%2014%20Aug%202013%2006:45:34%20GMT	https://s2.wp.com/wp-content/mu-plugins/highlander-comments/images/loader.gif	C:/My%20Web%20Sites/wq/s2.wp.com/wp-content/mu-plugins/highlander-comments/images/loader.gif	(from https://s2.wp.com/wp-content/mu-plugins/highlander-comments/rtl/style-rtl.css?m=1424115551g)
03:56:16	18171/18171	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2011%20Oct%202015%2001:56:08%20GMT	https://shawkyz.wordpress.com/restserver.php	C:/My%20Web%20Sites/wq/shawkyz.wordpress.com/restserver.php	(from http://connect.facebook.net/ar_AR/sdk.js)
03:56:16	18220/18220	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2011%20Oct%202015%2001:56:09%20GMT	https://shawkyz.wordpress.com/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/	C:/My%20Web%20Sites/wq/shawkyz.wordpress.com/ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789+/index.html	(from http://connect.facebook.net/ar_AR/sdk.js)
03:56:16	1245/1245	---M--	400	error ('Bad%20Request')	text/html	etag:%2255d282f4-4dd%22	https://shawkyz.wordpress.com/%s/profile.php?id=%s	C:/My%20Web%20Sites/wq/shawkyz.wordpress.com/%s/profile.224d6d.delayed	(from http://connect.facebook.net/ar_AR/sdk.js)
03:56:18	18106/18106	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2011%20Oct%202015%2001:56:09%20GMT	https://shawkyz.wordpress.com/dialog/	C:/My%20Web%20Sites/wq/shawkyz.wordpress.com/dialog/index.html	(from http://connect.facebook.net/ar_AR/sdk.js)
03:56:19	10569/10569	---MC-	200	added ('OK')	application/rss+xml	etag:%2275e577088453b2e49616ccf1c10d5aa7%22	https://shawkyz.wordpress.com/tag/backup/feed/	C:/My%20Web%20Sites/wq/shawkyz.wordpress.com/tag/backup/feed/index.html	(from https://shawkyz.wordpress.com/tag/backup/)
03:56:19	10556/10556	---MC-	200	added ('OK')	application/rss+xml	etag:%2275e577088453b2e49616ccf1c10d5aa7%22	https://shawkyz.wordpress.com/tag/c/feed/	C:/My%20Web%20Sites/wq/shawkyz.wordpress.com/tag/c/feed/index.html	(from https://shawkyz.wordpress.com/tag/c/)
03:56:19	14587/14587	---MC-	200	added ('OK')	application/rss+xml	etag:%2275e577088453b2e49616ccf1c10d5aa7%22	https://shawkyz.wordpress.com/author/abdelrhmanshawkyb/feed/	C:/My%20Web%20Sites/wq/shawkyz.wordpress.com/author/abdelrhmanshawkyb/feed/index.html	(from https://shawkyz.wordpress.com/author/abdelrhmanshawkyb/)
03:56:19	10566/10566	---MC-	200	added ('OK')	application/rss+xml	etag:%22050ddbdd1ae12287323eca1bcdbf0f39%22	https://shawkyz.wordpress.com/tag/mssql/feed/	C:/My%20Web%20Sites/wq/shawkyz.wordpress.com/tag/mssql/feed/index.html	(from https://shawkyz.wordpress.com/tag/mssql/)
03:56:20	10572/10572	---MC-	200	added ('OK')	application/rss+xml	etag:%22b14e0534996f6eacd4097ef5ad83c7c6%22	https://shawkyz.wordpress.com/tag/restore/feed/	C:/My%20Web%20Sites/wq/shawkyz.wordpress.com/tag/restore/feed/index.html	(from https://shawkyz.wordpress.com/tag/restore/)
03:56:20	50/50	---M--	200	added ('OK')	image/gif	date:Sun,%2011%20Oct%202015%2001:56:12%20GMT	https://pixel.wp.com/g.gif?v=wpcom2&x_grav-hover=	C:/My%20Web%20Sites/wq/pixel.wp.com/g9818.gif	(from http://0.gravatar.com/js/gprofiles.js?ver=201541y)
03:56:20	353/353	---M-Z	200	added ('OK')	text/plain	date:Wed,%2007%20Oct%202015%2018:13:38%20GMT	https://s2.wp.com/robots.txt		(from https://shawkyz.wordpress.com/)
03:56:21	353/353	---M-Z	200	added ('OK')	text/plain	date:Wed,%2007%20Oct%202015%2018:13:38%20GMT	https://s0.wp.com/robots.txt		(from https://shawkyz.wordpress.com/)
03:56:21	4529/4529	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Jan%202014%2017:21:13%20GMT	https://s0.wp.com/wp-content/mu-plugins/carousel/images/arrows.png	C:/My%20Web%20Sites/wq/s0.wp.com/wp-content/mu-plugins/carousel/images/arrows.png	(from https://s0.wp.com/_static/??/wp-content/mu-plugins/widgets/facebook-likebox/style.css,/wp-content/mu-plugins/carousel/rtl/jetpack-carousel-rtl.css?m=1438295886j)
03:56:22	10063/10063	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Jan%202014%2017:21:13%20GMT	https://s0.wp.com/wp-content/mu-plugins/carousel/images/arrows-2x.png	C:/My%20Web%20Sites/wq/s0.wp.com/wp-content/mu-plugins/carousel/images/arrows-2x.png	(from https://s0.wp.com/_static/??/wp-content/mu-plugins/widgets/facebook-likebox/style.css,/wp-content/mu-plugins/carousel/rtl/jetpack-carousel-rtl.css?m=1438295886j)
03:56:22	1318/1318	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202014%2009:13:14%20GMT	https://s0.wp.com/wp-content/mu-plugins/carousel/images/carousel-sprite.png?5	C:/My%20Web%20Sites/wq/s0.wp.com/wp-content/mu-plugins/carousel/images/carousel-spritee4da.png	(from https://s0.wp.com/_static/??/wp-content/mu-plugins/widgets/facebook-likebox/style.css,/wp-content/mu-plugins/carousel/rtl/jetpack-carousel-rtl.css?m=1438295886j)
03:56:22	2076/2076	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Feb%202014%2009:13:14%20GMT	https://s0.wp.com/wp-content/mu-plugins/carousel/images/carousel-sprite-2x.png?5	C:/My%20Web%20Sites/wq/s0.wp.com/wp-content/mu-plugins/carousel/images/carousel-sprite-2xe4da.png	(from https://s0.wp.com/_static/??/wp-content/mu-plugins/widgets/facebook-likebox/style.css,/wp-content/mu-plugins/carousel/rtl/jetpack-carousel-rtl.css?m=1438295886j)
03:56:23	162/162	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20Oct%202015%2001:56:15%20GMT	https://shawkyz.wordpress.com/g.gif	C:/My%20Web%20Sites/wq/shawkyz.wordpress.com/g.gif	(from http://stats.wp.com/w.js?48)
03:56:23	162/162	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20Oct%202015%2001:56:16%20GMT	https://shawkyz.wordpress.com/c.gif	C:/My%20Web%20Sites/wq/shawkyz.wordpress.com/c.gif	(from http://stats.wp.com/w.js?48)
03:56:23	43/43	---M--	200	added ('OK')	image/gif	date:Sun,%2011%20Oct%202015%2001:56:16%20GMT	http://pixel.wp.com/t.gif	C:/My%20Web%20Sites/wq/pixel.wp.com/t.gif	(from http://stats.wp.com/w.js?48)
